TU_ID	Gene_name	Left	Right	Strand	Expression_EP	Description
1305	serA	3056956	3058326	-	4.442865857023012	serA
1306	rpiA	3058422	3059130	-	13.060962747199264	rpiA
1307	argP	3059508	3060457	+	3.4441980758523285	argP
1308	yggE	3067118	3067903	-	9.73429516138089	yggE
1309	yggE	3067118	3067962	-	9.062536472346626	yggE
1310	argO	3067951	3068613	-	0.4621235832900606	argO
1311	mscS	3068725	3069648	-	3.857199941688363	mscS
1312	pgk	3071209	3072425	-	61.51788874019825	pgk
1313	pgk-fbaA	3069943	3072425	-	69.14669166000421	pgk-fbaA
1314	pgk	3071209	3072512	-	58.693720069843955	pgk
1315	pgk-fbaA	3069943	3072512	-	67.45503628511683	pgk-fbaA
1316	pgk-fbaA	3069943	3072634	-	64.5526420415056	pgk-fbaA
1317	pgk	3071209	3072634	-	53.9654319690859	pgk
1318	epd-pgk	3071209	3073600	-	36.91715208085136	epd-pgk
1319	epd-pgk-fbaA	3069943	3073600	-	50.607908862357554	epd-pgk-fbaA
1320	tktA	3079422	3081484	-	46.914667348698316	tktA
1321	loiP	3081670	3082448	+	4.014490145787378	loiP
1322	speB	3082655	3083723	-	5.177780738178856	speB
1323	speAB	3082655	3085825	-	11.537043227557342	speAB
1324	metK	3086355	3087637	+	11.862062164505284	metK
1325	galP	3088033	3089455	+	6.312957103762735	galP
1326	endA	3090053	3090900	+	0.570391820991685	endA
1327	endA	3090053	3090889	+	0.5702580420594267	endA
1328	endA	3090105	3090900	+	0.6076068456987963	endA
1329	endA	3090105	3090889	+	0.6079850372083965	endA
1330	rdgB-yggW	3096398	3098180	+	2.7353202301636172	rdgB-yggW
1331	ansB	3099432	3100528	-	3.7646489926641356	ansB
1332	ansB	3099432	3100567	-	3.635518552282516	ansB
1333	yggN	3100682	3101417	-	4.441214035019772	yggN
1334	yggN	3100682	3101521	-	4.993359039494553	yggN
1335	yggN	3100682	3101575	-	6.183452293115944	yggN
1336	mutY-yggX-mltC-nupG	3102689	3106747	+	4.146366433230917	mutY-yggX-mltC-nupG
1337	mutY-yggX	3102689	3104145	+	4.980841311409571	mutY-yggX
1338	mutY-yggX-mltC	3102689	3105289	+	3.844235036177803	mutY-yggX-mltC
1339	mutY-yggX-mltC-nupG	3102766	3106747	+	4.218737144036729	mutY-yggX-mltC-nupG
1340	mutY-yggX	3102766	3104145	+	5.236096276477858	mutY-yggX
1341	mutY-yggX-mltC	3102766	3105289	+	3.949180946501152	mutY-yggX-mltC
1342	yggX-mltC-nupG	3103771	3106747	+	4.521256679808844	yggX-mltC-nupG
1343	yggX	3103771	3104145	+	10.351386451032907	yggX
1344	yggX-mltC	3103771	3105289	+	4.363654103742014	yggX-mltC
1345	nupG	3105429	3106747	+	5.17098885946254	nupG
1346	speC	3106798	3108952	-	0.42298541190578237	speC
1347	pheV	3110143	3110254	+	0.16626900133421638	pheV
1348	yghF	3111832	3112676	-	0.47147383229946604	yghF
1349	glcDEFGBA	3119375	3127853	-	0.38514232000794335	glcDEFGBA
1350	glcC	3127984	3128813	+	0.8433992906078371	glcC
1351	pitB	3134650	3136180	-	0.06648058584668176	pitB
1352	gss	3136441	3138387	-	2.7204912721455634	gss
1353	yghU	3138478	3139370	+	0.7866004115654107	yghU
1354	hybOABCDEFG	3139494	3146140	-	9.83346726341186	hybOABCDEFG
1355	exbD	3150330	3151167	-	8.53260445046412	exbD
1356	exbBD	3150330	3151791	-	10.433757509773406	exbBD
1357	metC	3151853	3153200	+	1.5766225826195097	metC
1358	yghB	3153307	3153999	+	1.5832943332101035	yghB
1359	yqhD-dkgA	3155080	3157227	+	3.3133105909115854	yqhD-dkgA
1360	dkgA	3156349	3157227	+	3.1981052727073567	dkgA
1361	yqhG	3157323	3158353	+	0.21019919541001433	yqhG
1362	mqsRA	3167629	3168339	-	1.6133549188594831	mqsRA
1363	mqsRA	3167629	3168430	-	1.4752545211864259	mqsRA
1364	qseBC	3169527	3171610	+	0.9745394294868115	qseBC
1365	qseBC	3169579	3171610	+	0.9994661635415651	qseBC
1366	ygiZ	3171657	3172100	-	0.04016626402088669	ygiZ
1367	tolC-ygiABC	3177782	3181358	+	18.424232738188813	tolC-ygiABC
1368	tolC-ygiABC	3177790	3181358	+	18.455402215429505	tolC-ygiABC
1369	tolC-ygiABC	3177840	3181358	+	18.681642822107708	tolC-ygiABC
1370	tolC-ygiABC	3177852	3181358	+	18.745548099720395	tolC-ygiABC
1371	zupT	3182211	3183100	+	2.742113861278875	zupT
1372	sroG-ribB	3184256	3184495	-	8.305720498072962	sroG-ribB
1373	insC-5CD-5D-5-yqiGHI	3185818	3191473	+	0.3321889945431562	insC-5CD-5D-5-yqiGHI
1374	glgS	3191494	3191779	-	3.1151312305228944	glgS
1375	glgS	3191494	3191789	-	3.010244657104615	glgS
1376	sibD	3194499	3194642	-	3.2308420959843223	sibD
1377	sibE	3194875	3195017	-	1.742153971417497	sibE
1378	ygiM-cca	3200820	3202906	+	3.36980599491945	ygiM-cca
1379	ygiM	3200882	3201604	+	5.730316048973911	ygiM
1380	bacA	3203088	3203952	-	2.096134682070677	bacA
1381	ttdR	3205102	3206157	-	0.49599649226194087	ttdR
1382	ttdABT	3206202	3209264	+	0.0819247482457372	ttdABT
1383	rpsU-dnaG-rpoD	3210424	3214739	+	21.497624422704707	rpsU-dnaG-rpoD
1384	rpsU	3210424	3210849	+	92.48850611561062	rpsU
1385	rpsU-dnaG-rpoD	3210490	3214739	+	21.830016883680056	rpsU-dnaG-rpoD
1386	rpsU-dnaG-rpoD	3210513	3214739	+	21.948770523302723	rpsU-dnaG-rpoD
1387	rpoD	3212251	3214739	+	17.030555198799657	rpoD
1388	rpoD	3212415	3214739	+	17.66073683692583	rpoD
1389	rpoD	3212466	3214739	+	17.90141260794101	rpoD
1390	rpoD	3212471	3214665	+	18.391713274984266	rpoD
1391	ileX	3215375	3215450	+	0.0	ileX
1392	yqjH	3215505	3216315	-	0.4995057703372002	yqjH
1393	yqjI	3216531	3217179	+	1.2198486726615123	yqjI
1394	aer	3217334	3218897	-	0.19399563658522098	aer
1395	patA	3219236	3220650	+	0.1874519260874604	patA
1396	ebgR	3221215	3222226	+	2.2225323363036087	ebgR
1397	ebgAC	3222329	3225948	+	1.174676644979453	ebgAC
1398	fadH	3231402	3233460	+	0.2228635134981604	fadH
1399	higBA	3233506	3234257	-	0.548467298222523	higBA
1400	ygjR	3237060	3238074	+	1.8317260525222896	ygjR
1401	sstT	3239641	3240965	+	2.062666237248292	sstT
1402	uxaCA	3241605	3244620	-	1.875007427592245	uxaCA
1403	uxaCA	3241605	3244634	-	1.8663468852015184	uxaCA
1404	exuT	3244780	3246299	+	0.22873884874810124	exuT
1405	exuT	3244821	3246299	+	0.23507553307152837	exuT
1406	exuR	3246396	3247205	+	6.020939382200498	exuR
1407	yqjA-mzrA	3247326	3248599	+	3.4875252146889117	yqjA-mzrA
1408	yqjA-mzrA	3247421	3248599	+	3.6762835320532106	yqjA-mzrA
1409	tdcABCDEFG	3263451	3268069	-	0.47021509474545603	tdcABCDEFG
1410	rnpB	3270939	3271568	-	436.9989008805939	rnpB
1411	rnpB	3271052	3271568	-	532.2829915209905	rnpB
1412	rnpB	3271165	3271568	-	680.7518949889192	rnpB
1413	garPLRK-rnpB	3270936	3275910	-	55.657341177917665	garPLRK-rnpB
1414	prlF-yhaV	3277949	3278777	+	3.5916525621840782	prlF-yhaV
1415	agaR	3278833	3279679	-	3.782786797649704	agaR
1416	kbaZ-agaVWA	3279843	3282601	+	0.266181940570753	kbaZ-agaVWA
1417	agaS-kbaY-agaBCDI	3282866	3288001	+	0.12630594122234248	agaS-kbaY-agaBCDI
1418	yraP	3297049	3297960	+	4.904416752551566	yraP
1419	yraP	3297326	3297960	+	5.888343543764845	yraP
1420	yraR	3299188	3299873	-	0.507946149190671	yraR
1421	yhbTS	3301232	3302277	-	8.427754102418207	yhbTS
1422	yhbTS	3301232	3302344	-	7.937101151339906	yhbTS
1423	mtr	3305550	3306836	-	0.7261002909734994	mtr
1424	mtr	3305550	3306908	-	0.8599067466488833	mtr
1425	yrbN-deaD	3306948	3309062	-	38.02793640157632	yrbN-deaD
1426	sraG	3312160	3312374	+	4.8206628346189895	sraG
1427	pnp	3309976	3312302	-	47.98097064451037	pnp
1428	rpsO-pnp	3309976	3312762	-	70.14288711182259	rpsO-pnp
1429	rpsO	3312349	3312762	-	202.06908339118374	rpsO
1430	rimP-nusA-infB	3314319	3319151	-	45.15981046695364	rimP-nusA-infB
1431	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319273	-	47.255233655138035	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1432	metY-rimP-nusA-infB	3314319	3319273	-	44.20258787358574	metY-rimP-nusA-infB
1433	metY	3319049	3319273	-	3.812629903551972	metY
1434	metY	3319008	3319273	-	3.6569185747102027	metY
1435	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319351	-	46.86474119264094	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1436	metY	3319049	3319351	-	2.9141932975927016	metY
1437	metY	3319008	3319351	-	2.9004569962697384	metY
1438	argG	3319539	3320956	+	2.1188360038256	argG
1439	leuU	3323049	3323254	-	44.04428906943267	leuU
1440	secG-leuU	3323012	3323563	-	28.26299810013713	secG-leuU
1441	secG-leuU	3323012	3323566	-	28.14429199015575	secG-leuU
1442	rlmE-ftsH	3325919	3328707	-	35.13603246368135	rlmE-ftsH
1443	yhbY	3328736	3329059	+	27.129834311549086	yhbY
1444	rlmE-ftsH	3325919	3328736	-	35.35468088187986	rlmE-ftsH
1445	greA	3329783	3329829	-	0.2547766055930585	greA
1446	greA	3329783	3329840	-	0.20727588251638654	greA
1447	rplU-rpmA	3333839	3334492	-	265.8781002609856	rplU-rpmA
1448	rplU-rpmA-yhbE-obgE	3331559	3334492	-	66.27977640849072	rplU-rpmA-yhbE-obgE
1449	sfsB	3335835	3336163	+	2.540003043265043	sfsB
1450	ibaG-murA	3336212	3337809	-	15.739510265445867	ibaG-murA
1451	ibaG	3337526	3337862	-	15.844014036290488	ibaG
1452	mlaFEDCB	3337940	3341078	-	11.964617832816872	mlaFEDCB
1453	mlaFEDCB	3337940	3341097	-	11.896581821911875	mlaFEDCB
1454	mlaFEDCB	3337940	3341108	-	11.863070420461417	mlaFEDCB
1455	yrbG-kdsD	3341188	3343228	+	2.705260436777804	yrbG-kdsD
1456	yrbG-kdsDC-lptCAB	3341188	3345645	+	6.176029026754601	yrbG-kdsDC-lptCAB
1457	kdsC-lptCAB	3342696	3345645	+	8.385697387997778	kdsC-lptCAB
1458	kdsC-lptCAB	3342987	3345645	+	8.897956359418627	kdsC-lptCAB
1459	kdsC-lptCAB	3343203	3345645	+	9.245382992641446	kdsC-lptCAB
1460	lptAB	3344276	3345645	+	10.844753287555605	lptAB
1461	lptAB	3344303	3345645	+	10.820968614073037	lptAB
1462	lptB-rpoN-hpf-ptsN-rapZ	3344373	3348945	+	10.873013992055816	lptB-rpoN-hpf-ptsN-rapZ
1463	rpoN-hpf-ptsN-rapZ-npr	3345639	3349265	+	10.05581216360532	rpoN-hpf-ptsN-rapZ-npr
1464	yrbL	3349398	3350060	+	23.717789873210325	yrbL
1465	arcZ	3351554	3351673	+	4.163832885564628	arcZ
1466	arcB	3351666	3354025	-	4.018362447903383	arcB
1467	gltBDF	3355486	3362916	+	1.5982873212537783	gltBDF
1468	nanATEK-yhcH	3369991	3374596	-	11.769604873743384	nanATEK-yhcH
1469	nanA	3373660	3374596	-	42.21152516417189	nanA
1470	dcuD	3375560	3377212	+	0.14714098886034382	dcuD
1471	dcuD	3375743	3377212	+	0.16544608808634167	dcuD
1472	sspAB	3377226	3378545	-	16.868535718627022	sspAB
1473	rplM-rpsI	3378733	3379648	-	278.68313937129363	rplM-rpsI
1474	yhcB	3381159	3381565	+	28.161064128816566	yhcB
1475	degQS	3381631	3384243	+	2.0426928556018553	degQS
1476	degQ	3381675	3383130	+	2.205427727285621	degQ
1477	degQ	3381675	3383154	+	2.1860692794872283	degQ
1478	degS	3383150	3384292	+	2.488155384708501	degS
1479	mdh	3384307	3385289	-	58.534954237731824	mdh
1480	mdh	3384307	3385446	-	50.785358596098455	mdh
1481	argR	3385579	3386149	+	5.395936602297957	argR
1482	argR	3385654	3386149	+	6.126825267574116	argR
1483	aaeXAB	3387198	3390406	-	0.3270665845242142	aaeXAB
1484	aaeR	3390473	3391425	+	1.3436993410482836	aaeR
1485	mreBCD	3399364	3402105	-	6.477064040919351	mreBCD
1486	mreB	3400982	3402105	-	12.248387920302832	mreB
1487	mreBCD	3399364	3402169	-	6.433250182306854	mreBCD
1488	mreB	3400982	3402169	-	11.834300258901806	mreB
1489	mreBCD	3399364	3402332	-	6.31951223471458	mreBCD
1490	mreB	3400982	3402332	-	10.933284824852967	mreB
1491	accBC	3406117	3408278	+	35.9699778603043	accBC
1492	accBC	3406149	3408278	+	36.50164965792714	accBC
1493	yhdT-panF-prmA	3408328	3411018	+	2.6018459667867657	yhdT-panF-prmA
1494	dusB-fis	3411223	3412602	+	19.944485659586913	dusB-fis
1495	acrEF	3414679	3419153	+	0.12515961062800685	acrEF
1496	yhdWXYZ	3419949	3424170	+	0.16323015013025413	yhdWXYZ
1497	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212598	4217876	+	25881.509473793358	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1498	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212491	4217876	+	25367.47960852388	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1499	def-fmt	4206377	4207887	-	17.15910563488229	def-fmt
1500	smf	4207852	4209101	+	1.3006870644147612	smf
1501	mscL	4203104	4203536	-	14.966699066011936	mscL
1502	arfA	4202865	4203093	+	3.2727970501696344	arfA
1503	yhdN-zntR	4201992	4202832	+	2.6136659657390933	yhdN-zntR
1504	rpsMKD-rpoA-rplQ	4199043	4201956	+	494.6003947103054	rpsMKD-rpoA-rplQ
1505	rpsMKD-rpoA-rplQ	4198973	4201956	+	485.8349990401692	rpsMKD-rpoA-rplQ
1506	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	4193316	4198919	+	431.92186620940214	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
1507	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4193270	+	472.55857419748463	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1508	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4188239	+	192.11403637264982	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1509	gspCDEFGHIJKLMO	4175318	4186055	-	0.1921752914298062	gspCDEFGHIJKLMO
1510	gspAB	4186043	4188029	+	0.17020140687976357	gspAB
1511	gspAB	4186028	4188029	+	0.16892680822614572	gspAB
1512	gspAB	4186019	4188029	+	0.16817117141002483	gspAB
1513	gspCDEFGHIJKLMO	4175318	4186010	-	0.1929839587305675	gspCDEFGHIJKLMO
1514	gspCDEFGHIJKLMO	4175318	4186006	-	0.19305616975347886	gspCDEFGHIJKLMO
1515	gspAB	4185904	4188029	+	0.159078700929464	gspAB
1516	chiA	4171642	4174377	+	0.5094581401625424	chiA
1517	tufA	4169955	4171392	+	618.76847457751	tufA
1518	tufA	4169814	4171392	+	577.728692414517	tufA
1519	fusA-tufA	4167853	4171392	+	506.884404063608	fusA-tufA
1520	rpsLG-fusA-tufA	4166917	4171392	+	452.4985077890331	rpsLG-fusA-tufA
1521	yheO-tusDCB	4165032	4166859	+	5.467086830942246	yheO-tusDCB
1522	yheO-tusDCB	4164997	4166859	+	5.364432303537214	yheO-tusDCB
1523	fkpA	4164039	4164930	+	30.535743627798592	fkpA
1524	fkpA	4164013	4164930	+	29.704406551551404	fkpA
1525	prkB	4156179	4157226	-	2.943417313858951	prkB
1526	yhfA	4155587	4156123	+	4.712322039979644	yhfA
1527	crp	4154746	4155584	-	57.88572741436613	crp
1528	crp	4154746	4155512	-	63.21700626591417	crp
1529	crp	4154746	4155506	-	63.707110173136165	crp
1530	argD	4151317	4152577	+	0.9653676070572174	argD
1531	pabA	4150687	4151271	+	0.9711706751544638	pabA
1532	yhfG-fic-pabA	4149890	4151271	+	1.4060324226461656	yhfG-fic-pabA
1533	ppiA	4149203	4149812	+	7.558340178189866	ppiA
1534	ppiA	4149143	4149812	+	6.882482636175868	ppiA
1535	ppiA	4149108	4149812	+	6.5412830720595005	ppiA
1536	ppiA	4149089	4149812	+	6.378665194000205	ppiA
1537	tsgA	4147789	4149018	-	3.6266519613934123	tsgA
1538	nirBDC-cysG	4142337	4147550	-	1.5151617435855338	nirBDC-cysG
1539	cysG	4142337	4143783	-	1.5869645504640506	cysG
1540	cysG	4142337	4143744	-	1.6308904677586558	cysG
1541	trpS	4127841	4128903	+	10.45197219294591	trpS
1542	rpe-gph-trpS	4126385	4128903	+	7.885070600398152	rpe-gph-trpS
1543	dam-rpe-gph-trpS	4125556	4128903	+	6.896769905617596	dam-rpe-gph-trpS
1544	dam-rpe-gph-trpS	4125286	4128903	+	8.082124723684528	dam-rpe-gph-trpS
1545	damX-dam-rpe-gph-trpS	4123938	4128903	+	10.069942055344399	damX-dam-rpe-gph-trpS
1546	aroKB-damX-dam-rpe-gph-trpS	4122371	4128903	+	11.74529829249775	aroKB-damX-dam-rpe-gph-trpS
1547	aroKB-damX-dam-rpe-gph-trpS	4122158	4128903	+	11.477636522422292	aroKB-damX-dam-rpe-gph-trpS
1548	mrcA	4116090	4118711	-	1.0604935714169377	mrcA
1549	hofMNOP	4118610	4120922	+	0.103118171240412	hofMNOP
1550	hslRO	4110886	4112427	-	5.034240111702808	hslRO
1551	pck	4107098	4108858	-	25.785175072595024	pck
1552	ompR-envZ	4104899	4107021	+	2.3795467954630882	ompR-envZ
1553	ompR-envZ	4104853	4107021	+	2.334819987989965	ompR-envZ
1554	ompR-envZ	4104831	4107021	+	2.311386575701744	ompR-envZ
1555	ompR-envZ	4104783	4107021	+	2.280512660303856	ompR-envZ
1556	feoABC	4098574	4101480	-	9.6741553284332	feoABC
1557	yhgH-nfuA	4095339	4096870	-	10.636877634666773	yhgH-nfuA
1558	bioH	4096680	4097463	+	1.7493046691019092	bioH
1559	nfuA	4095339	4096079	-	19.66018720010291	nfuA
1560	nfuA	4095339	4095941	-	22.53615574381847	nfuA
1561	gntT	4093663	4095132	-	16.109504300736706	gntT
1562	gntT	4093663	4095091	-	16.5671785054442	gntT
1563	gntT	4093663	4095088	-	16.602007892631544	gntT
1564	malQ	4091139	4093551	+	62.04358387703397	malQ
1565	malPQ	4089028	4093551	+	68.37552777964208	malPQ
1566	malT	4085718	4088513	-	17.12892312017692	malT
1567	rtcBA	4083431	4085704	+	0.32958479025322507	rtcBA
1568	glpR	4080781	4081783	+	4.2683608046245745	glpR
1569	glpR	4080646	4081783	+	4.174428011133847	glpR
1570	glpGR	4080057	4081783	+	3.381352736066194	glpGR
1571	glpEGR	4079688	4081783	+	3.143168879756823	glpEGR
1572	glpD	4078019	4079565	-	36.05403919477195	glpD
1573	glgAP	4073145	4077402	+	3.1760614485923107	glgAP
1574	glgCAP	4072148	4077402	+	3.433781327449457	glgCAP
1575	glgCAP	4072082	4077402	+	3.410093508408932	glgCAP
1576	glgCAP	4071966	4077402	+	3.4591738914848436	glgCAP
1577	glgBXCAP	4067880	4077402	+	2.662226322147989	glgBXCAP
1578	gntKU	4063892	4065848	+	2.65244296913836	gntKU
1579	gntK	4063892	4064530	+	4.396112023942503	gntK
1580	gntR	4062719	4063914	+	2.9794569461820988	gntR
1581	gntR	4062675	4063914	+	2.878527659042947	gntR
1582	gntR	4062657	4063914	+	2.837373173051865	gntR
1583	ryhB	4060521	4060609	+	0.06683959553871553	ryhB
1584	yhhY	4059911	4060425	-	1.0787250436238605	yhhY
1585	ugpBAECQ	4049159	4054166	+	49.70477659681689	ugpBAECQ
1586	ugpBAECQ	4049111	4054166	+	49.24254471665319	ugpBAECQ
1587	livKHMGF	4043807	4048812	+	0.232556114196522	livKHMGF
1588	livKHMGF	4043782	4048812	+	0.23140072809657905	livKHMGF
1589	livJ	4041775	4042981	+	0.35209183683061607	livJ
1590	rpoH	4040724	4041649	+	16.968468648685022	rpoH
1591	rpoH	4040688	4041649	+	16.545909213620153	rpoH
1592	rpoH	4040674	4041649	+	16.34000480087167	rpoH
1593	rpoH	4040667	4041649	+	16.223764929320755	rpoH
1594	rpoH	4040534	4041649	+	14.480692022310913	rpoH
1595	zntA	4032888	4035114	-	0.5793425479217502	zntA
1596	nikABCDER	4022548	4028097	-	0.5931171744907475	nikABCDER
1597	nikABCDER	4022548	4027908	-	0.5575726732569452	nikABCDER
1598	nikR	4022548	4022999	-	1.0145265020930896	nikR
1599	yhiM	4005644	4006793	-	0.2001518380416066	yhiM
1600	pitA	4002396	4003924	-	5.4464800300978125	pitA
1601	uspB	4001689	4002151	+	1.042192706588936	uspB
1602	uspA	4000946	4001553	-	58.71048184934755	uspA
1603	uspA	4000946	4001538	-	60.193069774836125	uspA
1604	uspA	4000946	4001536	-	60.39642474029165	uspA
1605	prlC-rsmJ	3996299	3999156	+	3.945246983991284	prlC-rsmJ
1606	rlmJ	3995310	3996186	-	1.684256860261753	rlmJ
1607	gor	3993886	3995424	-	2.4995723510907317	gor
1608	dinQ	3993555	3993884	+	7.683760274745876	dinQ
1609	agrA	3993390	3993473	-	1.7754426180212104	agrA
1610	agrB	3993153	3993242	-	0.3348804146749232	agrB
1611	arsRBC	3990875	3993024	-	0.2559821267422617	arsRBC
1612	slp-dctR	3986324	3987600	-	0.270335305170911	slp-dctR
1613	hdeAB-yhiD	3984746	3986281	+	2.0134209807177204	hdeAB-yhiD
1614	hdeD	3983970	3984576	-	0.6716060721167846	hdeD
1615	gadEF	3982455	3983736	-	0.24329223730467156	gadEF
1616	arrS	3983483	3983550	+	0.0	arrS
1617	gadEF-mdtEF	3978010	3983474	-	0.23758902214188882	gadEF-mdtEF
1618	gadEF	3982455	3983294	-	0.3711580742709793	gadEF
1619	gadEF-mdtEF	3978010	3983191	-	0.24598586672698128	gadEF-mdtEF
1620	mdtEF	3978010	3982452	-	0.22330344618766798	mdtEF
1621	mdtEF	3978010	3982396	-	0.2248217079684756	mdtEF
1622	mdtEF	3978010	3982391	-	0.22507817808936137	mdtEF
1623	gadW	3976886	3977995	+	0.753582609211608	gadW
1624	gadW	3976756	3977995	+	0.679488994707962	gadW
1625	gadY	3976576	3976672	-	0.9788679339670665	gadY
1626	gadX	3975698	3976621	+	0.6862416823346275	gadX
1627	gadXW	3975698	3977995	+	0.6609874875437262	gadXW
1628	gadAX	3973930	3976621	+	0.47325701300032486	gadAX
1629	ccp	3972276	3973745	+	0.24452336719283072	ccp
1630	treF	3970296	3971985	-	0.3595467293592646	treF
1631	yhjC	3968224	3969400	-	0.6335919826969753	yhjC
1632	yhjG	3963125	3965246	+	0.2759980137978609	yhjG
1633	pdeH	3962308	3963116	+	0.05339129788604946	pdeH
1634	yhjJ	3959521	3961092	+	3.542203712210776	yhjJ
1635	dctA	3958039	3959375	+	20.454808660406012	dctA
1636	bcsBZ	3948864	3952381	+	0.2203286769185817	bcsBZ
1637	yhjR	3945173	3945539	+	4.149560579150369	yhjR
1638	bcsEFG	3941644	3945093	-	1.7654542484179194	bcsEFG
1639	rdlD	3941338	3941400	-	1.0320217094976334	rdlD
1640	ldrD	3941265	3941637	+	0.8453953340552269	ldrD
1641	dppABCDF	3933667	3939672	+	4.019313006957861	dppABCDF
1642	proK	3932843	3932920	+	0.932855980478211	proK
1643	eptB	3930956	3932752	+	1.8877600762425286	eptB
1644	yhjX	3929494	3930737	+	0.21281422878784698	yhjX
1645	yiaF	3922440	3923202	+	8.24136466386217	yiaF
1646	yiaG	3921769	3922105	-	1.6174125041692342	yiaG
1647	cspA	3921224	3921647	-	959.5514353741478	cspA
1648	cspA	3921224	3921596	-	1090.2408233009592	cspA
1649	insK	3919488	3920471	-	0.4347126680723652	insK
1650	glyQS	3916183	3919245	+	20.424406962396315	glyQS
1651	xylAB	3910730	3913619	+	0.36404886119410645	xylAB
1652	xylFGHR	3905380	3910467	-	0.336236655736952	xylFGHR
1653	xylR	3905380	3906630	-	0.6752396521195844	xylR
1654	malS	3901967	3904066	-	2.829970232634841	malS
1655	malS	3901917	3904066	-	2.781576731641644	malS
1656	avtA	3900579	3901862	-	3.6850297617452292	avtA
1657	yiaJ	3898919	3899852	+	0.31692811912684205	yiaJ
1658	yiaKLMNO-lyxK-sgbHUE	3890756	3898862	-	0.06502788769774319	yiaKLMNO-lyxK-sgbHUE
1659	yiaKLMNO-lyxK-sgbHUE	3890756	3898816	-	0.06539892253203942	yiaKLMNO-lyxK-sgbHUE
1660	aldB	3885002	3886630	+	0.11829657536791148	aldB
1661	selAB	3880240	3883519	+	0.7163401741611205	selAB
1662	yibF	3879562	3880189	+	0.9387446122746522	yibF
1663	mtlADR	3865362	3869348	-	4.516019775855171	mtlADR
1664	mtlADR	3865328	3869348	-	5.38733682470492	mtlADR
1665	mtlADR	3865233	3869348	-	5.4447421763221575	mtlADR
1666	mtlADR	3865118	3869348	-	5.355377547143637	mtlADR
1667	lldPRD	3860520	3864247	-	6.547978190405391	lldPRD
1668	cysE	3858856	3859795	+	12.089347642793108	cysE
1669	secB-gpsA	3857334	3858894	+	35.70161310853126	secB-gpsA
1670	gpmM-envC-yibQ	3852477	3856349	-	6.378032352639825	gpmM-envC-yibQ
1671	yibN-grxC-secB-gpsA	3856342	3858894	+	28.263022283304636	yibN-grxC-secB-gpsA
1672	gpmM-envC-yibQ	3852477	3856301	-	6.449942409803306	gpmM-envC-yibQ
1673	waaH	3851388	3852489	+	0.23568442450151836	waaH
1674	kbl-tdh	3848960	3851216	+	14.02421984228891	kbl-tdh
1675	rfaD-waaFCL	3843330	3847671	-	5.450643247749077	rfaD-waaFCL
1676	rfaD-waaFCL	3843330	3847640	-	5.489829226571019	rfaD-waaFCL
1677	rfaD-waaFCL	3843330	3847597	-	5.543757499339871	rfaD-waaFCL
1678	rfaD-waaFCL	3843330	3847566	-	5.581469947495267	rfaD-waaFCL
1679	waaYZ	3840401	3842191	+	1.0506553800672453	waaYZ
1680	waaQGPSBOJYZU	3833357	3843297	+	1.9747932373890238	waaQGPSBOJYZU
1681	rirA-waaQGPSBOJYZU	3833299	3843297	+	1.9633394366121675	rirA-waaQGPSBOJYZU
1682	waaA	3831720	3833280	-	1.4868300533160037	waaA
1683	waaA-coaD	3831233	3833020	-	1.6047974770437363	waaA-coaD
1684	waaA	3831720	3833020	-	1.7649734529247338	waaA
1685	mutM	3830362	3831193	+	1.776537344627256	mutM
1686	rpmBG-mutM	3829542	3831193	+	85.58324750144818	rpmBG-mutM
1687	rpmBG	3829542	3830327	+	177.87706799468788	rpmBG
1688	yicR-rpmBG-mutM	3828960	3831193	+	63.43035480281524	yicR-rpmBG-mutM
1689	yicR-rpmBG	3828960	3830327	+	102.47405944208732	yicR-rpmBG
1690	dfp	3827586	3828833	-	3.8908269856327897	dfp
1691	dut-slmA	3826447	3827684	-	9.451685790196363	dut-slmA
1692	rph-pyrE	3824957	3826440	+	1.7807200762699207	rph-pyrE
1693	rph	3824957	3825729	+	3.097548044747956	rph
1694	yicC	3823934	3824891	-	8.320847309352564	yicC
1695	dinD	3822953	3823837	-	1.0126209840716502	dinD
1696	gmk	3819486	3820148	-	7.776397750673091	gmk
1697	rpoZ-spoT-trmH-recG	3814246	3819459	-	4.23706104782391	rpoZ-spoT-trmH-recG
1698	yicH	3809371	3811105	-	1.5147698315431508	yicH
